Source IP,Source Port,Destination IP,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Label,BinaryLabel
192.168.10.16,42012,199.244.48.55,443,6,142298,45,55,1301,104393,742765.1829,702.7505657,570,0,28.91111111,4344,0,1898.054545,1046.475248,1172.263747,1374202.292,1056.94,BENIGN,0
192.168.10.16,42010,199.244.48.55,443,6,196861,44,58,1319,105841,544343.4708,518.132083,570,0,29.97727273,4344,0,1824.844828,1040.38835,1130.019801,1276944.75,1050.588235,BENIGN,0
192.168.10.16,42008,199.244.48.55,443,6,197144,45,56,1313,100049,514152.0919,512.3158706,570,0,29.17777778,4344,0,1786.589286,993.745098,1109.074725,1230046.746,1003.584158,BENIGN,0
192.168.10.16,42016,199.244.48.55,443,6,142230,53,61,1343,110185,784138.3674,801.5186669,570,0,25.33962264,2896,0,1806.311475,969.8086957,1073.929478,1153324.524,978.3157895,BENIGN,0
192.168.10.16,42020,199.244.48.55,443,6,143922,46,59,1313,110185,774711.302,729.561846,570,0,28.54347826,4344,0,1867.542373,1051.867925,1151.115824,1325067.64,1061.885714,BENIGN,0
192.168.10.16,42018,199.244.48.55,443,6,142755,47,59,1331,108751,771125.3546,742.5309096,570,0,28.31914894,4344,0,1843.237288,1028.803738,1119.123524,1252437.461,1038.509434,BENIGN,0
192.168.10.16,42026,199.244.48.55,443,6,124970,31,50,1169,95705,775178.0427,648.1555573,570,0,37.70967742,4344,0,1914.1,1181.390244,1222.219038,1493819.377,1195.975309,BENIGN,0
192.168.10.16,42024,199.244.48.55,443,6,142117,47,54,1325,102959,733789.7648,710.6820437,570,0,28.19148936,4344,0,1906.648148,1022.392157,1156.805144,1338198.142,1032.514851,BENIGN,0
192.168.10.16,42022,199.244.48.55,443,6,142224,45,54,1307,102959,733111.1486,696.0850489,570,0,29.04444444,4344,0,1906.648148,1042.66,1177.467186,1386428.974,1053.191919,BENIGN,0
192.168.10.16,42028,199.244.48.55,443,6,143176,48,57,1319,104393,738336.034,733.3631335,570,0,27.47916667,2896,0,1831.45614,997.2830189,1094.697512,1198362.643,1006.780952,BENIGN,0
192.168.10.16,42036,199.244.48.55,443,6,142472,47,65,1319,110185,782637.992,786.1193778,570,0,28.06382979,4344,0,1695.153846,986.7610619,1040.368472,1082366.558,995.5714286,BENIGN,0
192.168.10.16,42034,199.244.48.55,443,6,185687,47,59,1325,105841,577132.4864,570.8531023,570,0,28.19148936,4344,0,1793.915254,1001.551402,1126.038969,1267963.759,1011.0,BENIGN,0
192.168.10.16,42032,199.244.48.55,443,6,142746,42,56,1319,108751,771089.9079,686.5341235,570,0,31.4047619,4344,0,1941.982143,1111.818182,1249.437019,1561092.865,1123.163265,BENIGN,0
192.168.10.16,42030,199.244.48.55,443,6,185922,46,58,1319,105841,576370.7361,559.3743613,570,0,28.67391304,4344,0,1824.844828,1020.571429,1128.18756,1272807.17,1030.384615,BENIGN,0
192.168.10.16,42042,199.244.48.55,443,6,143435,49,58,1325,108751,767427.7547,745.9825008,570,0,27.04081633,2896,0,1875.017241,1019.222222,1135.376436,1289079.651,1028.747664,BENIGN,0
192.168.10.16,42038,199.244.48.55,443,6,186578,48,62,1331,100049,543365.2413,589.565758,570,0,27.72916667,2896,0,1613.693548,913.3333333,967.7303844,936502.097,921.6363636,BENIGN,0
192.168.10.16,42040,199.244.48.55,443,6,190175,49,60,1337,105841,563575.654,573.1563034,570,0,27.28571429,4344,0,1764.016667,974.3454545,1087.549534,1182763.99,983.2844037,BENIGN,0
192.168.10.16,42048,199.244.48.55,443,6,142210,44,56,1313,110185,784037.6907,703.18543,570,0,29.84090909,4344,0,1967.589286,1103.940594,1225.151973,1500997.356,1114.98,BENIGN,0
192.168.10.16,42046,199.244.48.55,443,6,142963,50,61,1337,110185,780075.9637,776.4246693,570,0,26.74,2896,0,1806.311475,995.7321429,1076.3374,1158502.198,1004.702703,BENIGN,0
192.168.10.16,42044,199.244.48.55,443,6,142878,48,61,1331,110185,780498.0473,762.8886183,570,0,27.72916667,4344,0,1806.311475,1013.781818,1112.785045,1238290.557,1023.082569,BENIGN,0
192.168.10.16,42052,199.244.48.55,443,6,190109,47,54,1331,107303,571430.0743,531.2741638,570,0,28.31914894,4344,0,1987.092593,1065.039216,1265.545841,1601606.276,1075.584158,BENIGN,0
192.168.10.16,42050,199.244.48.55,443,6,143397,49,59,1319,113081,797785.1698,753.1538317,570,0,26.91836735,4344,0,1916.627119,1049.541284,1157.634086,1340116.677,1059.259259,BENIGN,0
192.168.10.16,42056,199.244.48.55,443,6,250001,19,27,1169,46473,190567.2377,183.999264,570,0,61.52631579,4344,0,1721.222222,1013.659574,1231.269887,1516025.534,1035.695652,BENIGN,0
192.168.10.16,42060,199.244.48.55,443,6,188539,45,59,1319,104407,560764.6163,551.6100117,570,0,29.31111111,4344,0,1769.610169,1006.914286,1113.679989,1240283.118,1016.596154,BENIGN,0
192.168.10.16,42058,199.244.48.55,443,6,142469,48,59,1325,110185,782696.5866,751.0405772,570,0,27.60416667,4344,0,1867.542373,1032.5,1131.890574,1281176.271,1042.149533,BENIGN,0
192.168.10.16,42056,199.244.48.55,443,6,23598,26,30,156,56486,2400288.16,2373.082465,6,6,6.0,2896,0,1882.866667,993.8245614,1097.47335,1204447.754,1011.571429,BENIGN,0
192.168.10.16,42054,199.244.48.55,443,6,142921,49,58,1325,104393,739695.3562,748.6653466,570,0,27.04081633,4344,0,1799.87931,978.8703704,1128.043108,1272481.254,988.0186916,BENIGN,0
192.168.10.16,42062,199.244.48.55,443,6,142553,44,55,1319,105855,751818.6218,694.4785448,570,0,29.97727273,4344,0,1924.636364,1071.74,1187.028721,1409037.184,1082.565657,BENIGN,0
192.168.10.16,42070,199.244.48.55,443,6,142823,48,53,1319,104393,740160.8985,707.1690134,570,0,27.47916667,2896,0,1969.679245,1036.392157,1170.881889,1370964.399,1046.653465,BENIGN,0
192.168.10.16,42068,199.244.48.55,443,6,143432,49,61,1331,110185,777483.4068,766.9139383,570,0,27.16326531,2896,0,1806.311475,1004.648649,1077.055537,1160048.63,1013.781818,BENIGN,0
192.168.10.16,42064,199.244.48.55,443,6,153205,69,116,1415,215903,1418478.509,1207.532391,570,0,20.50724638,4344,0,1861.232759,1168.376344,1097.169167,1203780.182,1174.691892,BENIGN,0
192.168.10.16,42078,199.244.48.55,443,6,118987,22,27,1169,43577,376057.8887,411.8096935,570,0,53.13636364,2896,0,1613.962963,894.92,1038.301259,1078069.504,913.1836735,BENIGN,0
192.168.10.16,42080,199.244.48.55,443,6,143445,48,59,1331,105855,747227.1602,745.930496,570,0,27.72916667,2896,0,1794.152542,992.462963,1089.335289,1186651.372,1001.738318,BENIGN,0
192.168.10.16,42078,199.244.48.55,443,6,24781,25,29,150,55024,2226463.823,2179.088818,6,6,6.0,4344,0,1897.37931,1003.272727,1142.143752,1304492.35,1021.851852,BENIGN,0
192.168.10.16,42074,199.244.48.55,443,6,142625,45,55,1319,108751,771744.0841,701.1393514,570,0,29.31111111,4344,0,1977.290909,1089.80198,1229.538418,1511764.72,1100.7,BENIGN,0
192.168.10.16,42072,199.244.48.55,443,6,144147,47,58,1313,110185,773502.05,728.4230681,570,0,27.93617021,4344,0,1899.741379,1051.867925,1168.334224,1365004.859,1061.885714,BENIGN,0
192.168.10.16,42092,199.244.48.55,443,6,312417,24,31,1169,47921,157129.7337,176.046758,570,0,48.70833333,2896,0,1545.83871,876.6071429,1010.193171,1020490.243,892.5454545,BENIGN,0
192.168.10.16,42088,199.244.48.55,443,6,197560,44,56,1313,105841,542387.1229,506.1753391,570,0,29.84090909,4344,0,1890.017857,1060.930693,1168.076164,1364401.925,1071.54,BENIGN,0
192.168.10.16,42090,199.244.48.55,443,6,207397,48,55,1337,105841,516777.0026,496.6320631,570,0,27.85416667,4344,0,1924.381818,1030.557692,1181.835004,1396733.977,1040.563107,BENIGN,0
192.168.10.16,42086,199.244.48.55,443,6,144045,48,58,1325,107289,754028.2551,735.8811483,570,0,27.60416667,4344,0,1849.810345,1015.084112,1140.06861,1299756.436,1024.660377,BENIGN,0
192.168.10.16,42084,199.244.48.55,443,6,201971,47,57,1325,100049,501923.5435,514.9254101,570,0,28.19148936,4344,0,1755.245614,965.4666667,1087.057417,1181693.828,974.75,BENIGN,0
192.168.10.16,42082,199.244.48.55,443,6,188080,43,56,1313,104407,562101.2335,526.3717567,570,0,30.53488372,4344,0,1864.410714,1057.2,1191.098619,1418715.919,1067.878788,BENIGN,0
192.168.10.16,42098,199.244.48.55,443,6,142377,46,62,1325,105855,752790.1276,758.5494848,570,0,28.80434783,4344,0,1707.33871,983.3027523,1052.39205,1107529.028,992.4074074,BENIGN,0
192.168.10.16,42096,199.244.48.55,443,6,196656,44,58,1313,101511,522862.2569,518.6721992,570,0,29.84090909,4344,0,1750.189655,998.2912621,1085.819683,1179004.385,1008.078431,BENIGN,0
192.168.10.16,42100,199.244.48.55,443,6,141942,47,56,1319,104393,744754.8999,725.6485043,570,0,28.06382979,4344,0,1864.160714,1016.461538,1132.860859,1283373.727,1026.330097,BENIGN,0
192.168.10.16,42094,199.244.48.55,443,6,142878,50,61,1331,110185,780498.0473,776.8865746,570,0,26.62,2896,0,1806.311475,995.6785714,1076.387253,1158609.517,1004.648649,BENIGN,0
192.168.10.16,42106,199.244.48.55,443,6,125846,30,53,1169,98601,792794.3677,659.5362586,570,0,38.96666667,4344,0,1860.396226,1187.738095,1143.646263,1307926.774,1202.048193,BENIGN,0
192.168.10.16,42104,199.244.48.55,443,6,119881,20,26,1169,46473,397410.7657,383.7138496,570,0,58.45,4344,0,1787.423077,1013.659574,1231.269887,1516025.534,1035.695652,BENIGN,0
192.168.10.16,42104,199.244.48.55,443,6,23547,25,28,150,56486,2405232.089,2250.817514,6,6,6.0,4344,0,2017.357143,1048.925926,1204.662121,1451210.825,1068.716981,BENIGN,0
192.168.10.16,42102,199.244.48.55,443,6,142554,47,57,1313,104393,741515.4959,729.5481011,570,0,27.93617021,2896,0,1831.45614,1006.72381,1095.603438,1200346.894,1016.403846,BENIGN,0
192.168.10.16,42108,199.244.48.55,443,6,142702,44,53,1307,101497,720410.3657,679.7381957,570,0,29.70454545,4344,0,1915.037736,1049.020408,1184.041297,1401953.793,1059.835052,BENIGN,0
192.168.10.16,42118,199.244.48.55,443,6,142790,45,57,1325,108751,770894.3203,714.3357378,570,0,29.44444444,4344,0,1907.912281,1068.699029,1192.898208,1423006.134,1079.176471,BENIGN,0
192.168.10.16,42116,199.244.48.55,443,6,142342,41,50,1301,102959,732461.2553,639.305335,570,0,31.73170732,4344,0,2059.18,1133.26087,1278.839729,1635431.052,1145.714286,BENIGN,0
192.168.10.16,42114,199.244.48.55,443,6,142780,47,57,1319,104393,740383.8073,728.3933324,570,0,28.06382979,2896,0,1831.45614,1006.780952,1095.550581,1200231.077,1016.461538,BENIGN,0
192.168.10.16,42112,199.244.48.55,443,6,142852,49,56,1325,110185,780598.1015,735.026461,570,0,27.04081633,4344,0,1967.589286,1051.981132,1185.201385,1404702.323,1062.0,BENIGN,0
192.168.10.16,42110,199.244.48.55,443,6,142799,49,59,1331,107289,760649.5844,756.3078173,570,0,27.16326531,4344,0,1818.457627,996.5137615,1103.019522,1216652.067,1005.740741,BENIGN,0
192.168.10.16,42120,199.244.48.55,443,6,142500,49,59,1325,104393,741880.7018,757.8947368,570,0,27.04081633,4344,0,1769.372881,969.8899083,1073.78125,1153006.173,978.8703704,BENIGN,0
192.168.10.16,42126,199.244.48.55,443,6,459291,46,60,1319,108751,239651.9853,230.790501,570,0,28.67391304,4344,0,1812.516667,1028.691589,1119.227281,1252669.706,1038.396226,BENIGN,0
192.168.10.16,42124,199.244.48.55,443,6,196158,46,54,1319,101511,524220.2714,509.7931259,570,0,28.67391304,4344,0,1879.833333,1018.118812,1179.74856,1391806.666,1028.3,BENIGN,0
192.168.10.16,42122,199.244.48.55,443,6,143476,49,57,1331,108751,767250.2718,738.7995205,570,0,27.16326531,4344,0,1907.912281,1028.803738,1153.931699,1331558.367,1038.509434,BENIGN,0
192.168.10.16,42130,199.244.48.55,443,6,118873,23,28,1169,45025,388599.5979,429.0293002,570,0,50.82608696,2896,0,1608.035714,888.3461538,1028.323762,1057449.76,905.7647059,BENIGN,0
192.168.10.16,42130,199.244.48.55,443,6,23773,26,31,156,59368,2503848.904,2397.678038,6,6,6.0,2896,0,1915.096774,1026.37931,1116.015497,1245490.59,1044.385965,BENIGN,0
192.168.10.16,42128,199.244.48.55,443,6,142438,45,57,1325,108751,772799.3934,716.1010405,570,0,29.44444444,4344,0,1907.912281,1068.699029,1209.843166,1463720.487,1079.176471,BENIGN,0
192.168.10.16,42134,199.244.48.55,443,6,152273,68,103,1427,215903,1427239.235,1122.983063,570,0,20.98529412,4344,0,2096.145631,1263.546512,1254.552236,1573901.314,1270.935673,BENIGN,0
192.168.10.16,42132,199.244.48.55,443,6,142918,48,58,1313,110185,780153.6545,741.6840426,570,0,27.35416667,4344,0,1899.741379,1042.037383,1167.247997,1362467.885,1051.867925,BENIGN,0
192.168.10.16,42140,199.244.48.55,443,6,142342,48,56,1331,107289,763091.7087,730.6346686,570,0,27.72916667,4344,0,1915.875,1034.47619,1193.902716,1425403.694,1044.423077,BENIGN,0
192.168.10.16,42138,199.244.48.55,443,6,196159,46,61,1313,105841,546260.9414,545.475864,570,0,28.54347826,4344,0,1735.098361,992.1666667,1071.471575,1148051.336,1001.439252,BENIGN,0
192.168.10.16,42136,199.244.48.55,443,6,188391,46,61,1331,107303,576641.1347,567.9676842,570,0,28.93478261,4344,0,1759.065574,1005.87037,1086.260421,1179961.703,1015.271028,BENIGN,0
192.168.10.16,42146,199.244.48.55,443,6,141887,43,58,1313,104393,745001.3039,711.8340651,570,0,30.53488372,4344,0,1799.87931,1036.333333,1097.730208,1205011.611,1046.594059,BENIGN,0
192.168.10.16,42144,199.244.48.55,443,6,142743,50,58,1337,110185,781278.2413,756.604527,570,0,26.74,4344,0,1899.741379,1023.137615,1147.90898,1317695.027,1032.611111,BENIGN,0
192.168.10.16,42142,199.244.48.55,443,6,143077,48,58,1325,111647,789588.8228,740.8598167,570,0,27.60416667,4344,0,1924.948276,1055.813084,1196.905193,1432582.04,1065.773585,BENIGN,0
192.168.10.16,42152,199.244.48.55,443,6,145825,29,52,1169,98601,684176.2386,555.460312,570,0,40.31034483,4344,0,1896.173077,1216.707317,1186.625462,1408079.987,1231.728395,BENIGN,0
192.168.10.16,42150,199.244.48.55,443,6,142301,44,55,1313,104393,742833.8522,695.7083928,570,0,29.84090909,4344,0,1898.054545,1057.06,1173.309537,1376655.269,1067.737374,BENIGN,0
192.168.10.16,42148,199.244.48.55,443,6,143379,50,60,1337,110185,777812.6504,767.1974278,570,0,26.74,4344,0,1836.416667,1004.702703,1111.83773,1236183.138,1013.836364,BENIGN,0
192.168.10.16,42154,199.244.48.55,443,6,394746,48,56,1319,105855,271501.1678,263.4605544,570,0,27.47916667,2896,0,1890.267857,1020.704762,1145.969173,1313245.345,1030.519231,BENIGN,0
192.168.10.16,42156,199.244.48.55,443,6,62079,8,3,1169,137,21037.71001,177.1935759,570,0,146.125,137,0,45.66666667,108.8333333,207.2292684,42943.9697,118.7272727,BENIGN,0
192.168.10.16,42160,199.244.48.55,443,6,122255,22,30,1169,47921,401537.7694,425.3404769,570,0,53.13636364,2896,0,1597.366667,926.2264151,1016.130985,1032522.179,944.0384615,BENIGN,0
192.168.10.16,42162,199.244.48.55,443,6,142443,47,55,1325,101497,721846.6334,716.075904,570,0,28.19148936,4344,0,1845.4,998.2718447,1158.918548,1343092.2,1008.058824,BENIGN,0
192.168.10.16,42160,199.244.48.55,443,6,23501,24,27,144,56472,2409088.975,2170.12042,6,6,6.0,4344,0,2091.555556,1088.884615,1243.218809,1545593.006,1110.235294,BENIGN,0
192.168.10.16,42158,199.244.48.55,443,6,143365,48,61,1319,108751,767760.611,760.2971437,570,0,27.47916667,2896,0,1782.803279,1000.636364,1081.127187,1168835.995,1009.816514,BENIGN,0
192.168.10.16,42164,199.244.48.55,443,6,142825,47,57,1325,108751,770705.4087,728.1638369,570,0,28.19148936,4344,0,1907.912281,1048.342857,1156.089794,1336543.612,1058.423077,BENIGN,0
192.168.10.16,42170,199.244.48.55,443,6,119793,23,31,1169,47921,409790.2215,450.7775913,570,0,50.82608696,2896,0,1545.83871,892.5454545,973.2643016,947243.4007,909.0740741,BENIGN,0
192.168.10.16,42172,199.244.48.55,443,6,142885,46,57,1313,111647,790565.8397,720.8594324,570,0,28.54347826,4344,0,1958.719298,1086.153846,1200.317343,1440761.724,1096.699029,BENIGN,0
192.168.10.16,42170,199.244.48.55,443,6,23422,25,33,150,55038,2356246.264,2476.304329,6,6,6.0,2896,0,1667.818182,935.4915254,994.7813895,989590.0129,951.6206897,BENIGN,0
192.168.10.16,42168,199.244.48.55,443,6,142724,43,62,1319,102959,730626.9443,735.685659,570,0,30.6744186,4344,0,1660.629032,983.754717,1003.263369,1006537.387,993.1238095,BENIGN,0
192.168.10.16,42166,199.244.48.55,443,6,143161,47,53,1307,111647,788999.7974,698.5142602,570,0,27.80851064,4344,0,2106.54717,1118.356436,1287.694277,1658156.552,1129.54,BENIGN,0
192.168.10.16,42174,199.244.48.55,443,6,196340,49,60,1331,105841,545849.0374,555.1594173,570,0,27.16326531,2896,0,1764.016667,974.2909091,1069.765998,1144399.291,983.2293578,BENIGN,0
192.168.10.16,42176,199.244.48.55,443,6,118573,21,26,1169,43577,377370.9023,396.3802889,570,0,55.66666667,4344,0,1676.038462,932.2083333,1125.561022,1266887.615,952.0425532,BENIGN,0
192.168.10.16,42184,199.244.48.55,443,6,189314,48,59,1337,105841,566138.7959,565.198559,570,0,27.85416667,2896,0,1793.915254,992.3888889,1089.402716,1186798.277,1001.663551,BENIGN,0
192.168.10.16,42182,199.244.48.55,443,6,142909,40,52,1301,102959,729555.1715,643.7663128,570,0,32.525,4344,0,1979.980769,1121.075269,1241.08946,1540303.049,1133.26087,BENIGN,0
192.168.10.16,42180,199.244.48.55,443,6,144762,42,56,1319,98601,690236.388,676.9732388,570,0,31.4047619,4344,0,1760.732143,1009.292929,1096.488302,1202286.597,1019.591837,BENIGN,0
192.168.10.16,42178,199.244.48.55,443,6,142378,45,56,1319,104393,742474.2587,709.379258,570,0,29.31111111,4344,0,1864.160714,1036.392157,1153.015832,1329445.508,1046.653465,BENIGN,0
192.168.10.16,42176,199.244.48.55,443,6,24067,23,28,138,55024,2292018.116,2119.084223,6,6,6.0,2896,0,1965.142857,1060.923077,1183.775181,1401323.68,1081.72549,BENIGN,0
192.168.10.16,42190,199.244.48.55,443,6,119537,20,28,1169,46473,398554.4225,401.5493111,570,0,58.45,2896,0,1659.75,972.2857143,1069.800176,1144472.417,992.5416667,BENIGN,0
192.168.10.16,42194,199.244.48.55,443,6,142424,49,58,1325,108751,772875.3581,751.2778745,570,0,27.04081633,2896,0,1875.017241,1019.222222,1118.153763,1250267.838,1028.747664,BENIGN,0
192.168.10.16,42192,199.244.48.55,443,6,142848,49,60,1337,107289,760430.6676,763.0488351,570,0,27.28571429,4344,0,1788.15,987.5090909,1084.40663,1175937.738,996.5688073,BENIGN,0
192.168.10.16,42190,199.244.48.55,443,6,23488,22,27,132,56486,2410507.493,2086.171662,6,6,6.0,4344,0,2092.074074,1132.48,1248.964734,1559912.908,1155.591837,BENIGN,0
192.168.10.16,42186,199.244.48.55,443,6,131864,40,49,1289,95705,735560.8809,674.9378147,570,0,32.225,4344,0,1953.163265,1077.711111,1251.073213,1565184.185,1089.820225,BENIGN,0
192.168.10.16,42200,199.244.48.55,443,6,142592,44,56,1319,104393,741359.9641,701.3016158,570,0,29.97727273,4344,0,1864.160714,1046.653465,1135.763377,1289958.449,1057.12,BENIGN,0
192.168.10.16,42206,199.244.48.55,443,6,143358,43,59,1319,104393,737398.6802,711.5054619,570,0,30.6744186,4344,0,1769.372881,1026.330097,1097.043499,1203504.439,1036.392157,BENIGN,0
192.168.10.16,42198,199.244.48.55,443,6,142675,49,63,1331,110185,781608.5509,785.0008761,570,0,27.16326531,4344,0,1748.968254,986.8672566,1058.110053,1119596.884,995.6785714,BENIGN,0
192.168.10.16,42204,199.244.48.55,443,6,142797,47,58,1325,104393,740337.6822,735.3095653,570,0,28.19148936,4344,0,1799.87931,997.3396226,1112.738166,1238186.226,1006.838095,BENIGN,0
192.168.10.16,42196,199.244.48.55,443,6,142740,47,58,1319,108751,771122.3203,735.6031946,570,0,28.06382979,4344,0,1875.017241,1038.396226,1188.86638,1413403.27,1048.285714,BENIGN,0
192.168.10.16,42202,199.244.48.55,443,6,142247,42,56,1313,104393,743115.8478,688.9424733,570,0,31.26190476,4344,0,1864.160714,1067.737374,1137.368038,1293606.053,1078.632653,BENIGN,0
192.168.10.16,42212,199.244.48.55,443,6,195966,47,57,1325,100049,517304.0221,530.7043058,570,0,28.19148936,2896,0,1755.245614,965.4666667,1068.350409,1141372.597,974.75,BENIGN,0
192.168.10.16,42210,199.244.48.55,443,6,186390,51,61,1343,105841,575052.3097,600.8906057,570,0,26.33333333,2896,0,1735.098361,948.5309735,1049.215473,1100853.108,957.0,BENIGN,0
192.168.10.16,42208,199.244.48.55,443,6,143354,48,59,1325,104393,737461.1103,746.4040069,570,0,27.60416667,2896,0,1769.372881,978.8703704,1056.275692,1115718.338,988.0186916,BENIGN,0
192.168.10.16,42216,199.244.48.55,443,6,142817,39,49,1289,98601,699426.5389,616.1731447,570,0,33.05128205,4344,0,2012.265306,1122.359551,1242.769161,1544475.187,1135.113636,BENIGN,0
192.168.10.16,42214,199.244.48.55,443,6,142734,52,61,1337,110185,781327.5043,791.6824303,570,0,25.71153846,2896,0,1806.311475,978.2631579,1074.820092,1155238.231,986.920354,BENIGN,0
192.168.10.16,42222,199.244.48.55,443,6,127932,27,50,1169,95705,757230.4037,601.8822499,570,0,43.2962963,4344,0,1914.1,1241.974359,1222.783412,1495199.272,1258.103896,BENIGN,0
192.168.10.16,42220,199.244.48.55,443,6,187229,46,58,1319,107303,580155.8519,555.4695053,570,0,28.67391304,4344,0,1850.051724,1034.495238,1176.878867,1385043.868,1044.442308,BENIGN,0
192.168.10.16,42218,199.244.48.55,443,6,142653,49,61,1331,110185,781729.0909,771.1019046,570,0,27.16326531,2896,0,1806.311475,1004.648649,1077.055537,1160048.63,1013.781818,BENIGN,0
192.168.10.16,42228,199.244.48.55,443,6,38668,4,1,517,0,13370.22861,129.305886,517,0,129.25,0,0,0.0,86.16666667,211.0643662,44548.16667,103.4,BENIGN,0
192.168.10.16,42232,199.244.48.55,443,6,143726,49,58,1325,104393,735552.3705,744.4721206,570,0,27.04081633,2896,0,1799.87931,978.8703704,1074.666956,1154909.067,988.0186916,BENIGN,0
192.168.10.16,42230,199.244.48.55,443,6,122712,42,52,1301,95705,790517.6348,766.021253,570,0,30.97619048,4344,0,1840.480769,1021.115789,1147.669135,1317144.444,1031.978723,BENIGN,0
192.168.10.16,42226,199.244.48.55,443,6,234766,44,57,1319,102959,444178.4586,430.215619,570,0,29.97727273,4344,0,1806.298246,1022.333333,1120.572576,1255682.898,1032.455446,BENIGN,0
192.168.10.16,42236,199.244.48.55,443,6,142541,51,68,1337,110185,782385.4189,834.8475176,570,0,26.21568627,4344,0,1620.367647,929.35,965.0896475,931398.0277,937.1596639,BENIGN,0
192.168.10.16,42224,199.244.48.55,443,6,146679,43,53,1301,104393,720580.3148,654.4904179,570,0,30.25581395,4344,0,1969.679245,1089.628866,1212.976567,1471312.152,1100.979167,BENIGN,0
192.168.10.16,42234,199.244.48.55,443,6,143835,41,52,1301,101497,714693.9201,646.5741996,570,0,31.73170732,4344,0,1951.865385,1093.595745,1244.315006,1548319.835,1105.354839,BENIGN,0
192.168.10.16,42246,199.244.48.55,443,6,119714,19,26,1169,47921,410060.6445,375.8958852,570,0,61.52631579,4344,0,1843.115385,1067.173913,1300.648527,1691686.591,1090.888889,BENIGN,0
192.168.10.16,42242,199.244.48.55,443,6,142820,47,53,1319,102959,730135.8353,700.1820473,570,0,28.06382979,4344,0,1942.622642,1032.455446,1176.044808,1383081.39,1042.78,BENIGN,0
192.168.10.16,42238,199.244.48.55,443,6,189539,48,64,1337,105841,565466.7377,590.9074122,570,0,27.85416667,2896,0,1653.765625,948.4778761,994.2992426,988630.9839,956.9464286,BENIGN,0
192.168.10.16,42240,199.244.48.55,443,6,142826,46,58,1319,108751,770658.0034,728.1587386,570,0,28.67391304,4344,0,1875.017241,1048.285714,1156.141957,1336664.225,1058.365385,BENIGN,0
192.168.10.16,42246,199.244.48.55,443,6,23822,23,28,138,60830,2559314.919,2140.87818,6,6,6.0,4344,0,2172.5,1172.576923,1313.093539,1724214.641,1195.568627,BENIGN,0
192.168.10.16,42244,199.244.48.55,443,6,187835,48,56,1337,105841,570596.5342,553.6774297,570,0,27.85416667,4344,0,1890.017857,1020.742857,1197.388754,1433739.827,1030.557692,BENIGN,0
192.168.10.16,42254,199.244.48.55,443,6,142291,43,60,1301,102959,732723.7844,723.8686916,570,0,30.25581395,2910,0,1715.983333,1002.5,1023.714207,1047990.777,1012.23301,BENIGN,0
192.168.10.16,42252,199.244.48.55,443,6,143701,47,62,1313,107289,755749.786,758.5194258,570,0,27.93617021,4344,0,1730.467742,987.2909091,1048.536108,1099427.97,996.3486239,BENIGN,0
192.168.10.16,42250,199.244.48.55,443,6,196404,48,57,1331,100049,516180.9332,534.6123297,570,0,27.72916667,2896,0,1755.245614,956.4150943,1067.327065,1139187.064,965.5238095,BENIGN,0
192.168.10.16,42248,199.244.48.55,443,6,142241,43,54,1313,98601,702427.5701,681.9412124,570,0,30.53488372,4344,0,1825.944444,1019.530612,1191.78571,1420353.179,1030.041237,BENIGN,0
192.168.10.16,42264,199.244.48.55,443,6,224404,44,58,1325,108751,490526.0156,454.5373523,570,0,30.11363636,4344,0,1875.017241,1068.699029,1192.731589,1422608.644,1079.176471,BENIGN,0
192.168.10.16,42262,199.244.48.55,443,6,143577,43,55,1301,107289,756318.909,682.5605773,570,0,30.25581395,4344,0,1950.709091,1096.868687,1183.665309,1401063.564,1108.061224,BENIGN,0
